500 10000
253 42 24 
93 459 294 
371 102 203 
169 244 79 
356 425 396 
273 372 204 
294 4 956 
136 302 321 
59 311 148 
93 109 678 
40 337 498 
262 341 784 
285 38 306 
394 215 791 
274 250 181 
206 137 643 
498 196 221 
468 156 317 
38 369 975 
426 426 968 
174 315 545 
317 119 157 
380 466 318 
206 51 969 
359 107 363 
300 343 472 
116 304 793 
388 199 278 
217 178 492 
144 179 19 
116 153 191 
183 56 691 
370 293 153 
3 192 692 
431 237 728 
242 189 216 
16 173 454 
396 205 566 
352 277 109 
7 369 366 
230 45 747 
261 168 748 
130 43 451 
132 466 166 
241 203 835 
428 437 196 
455 233 975 
383 432 210 
217 196 183 
439 234 418 
36 116 29 
75 153 430 
425 282 67 
42 386 252 
205 256 494 
208 453 429 
455 213 170 
474 7 744 
365 259 546 
334 305 820 
248 452 698 
380 173 466 
102 370 436 
112 419 846 
147 118 872 
308 394 809 
103 166 135 
322 426 589 
140 98 261 
423 194 541 
300 384 367 
64 337 655 
296 308 683 
254 344 833 
264 27 582 
150 319 388 
10 484 857 
66 14 254 
398 132 877 
117 28 406 
313 260 37 
364 371 650 
39 61 763 
27 350 779 
232 52 675 
32 191 359 
59 381 873 
64 70 212 
68 316 454 
211 352 563 
79 397 108 
311 377 884 
99 311 196 
40 318 89 
263 22 531 
65 253 671 
183 183 105 
439 400 253 
221 164 369 
398 303 169 
409 442 267 
190 333 937 
367 459 421 
226 38 487 
425 366 648 
272 45 751 
190 332 975 
3 217 641 
92 284 388 
312 56 198 
128 71 906 
127 478 281 
437 167 923 
184 382 135 
196 367 982 
65 452 303 
361 111 88 
222 19 104 
184 179 269 
409 498 252 
195 260 582 
332 14 340 
107 55 693 
143 2 387 
416 10 187 
143 199 535 
384 471 769 
410 306 980 
345 5 540 
38 251 452 
380 330 469 
277 74 791 
240 325 370 
231 131 320 
12 172 27 
424 371 936 
92 165 116 
25 127 896 
445 375 776 
474 327 160 
260 477 60 
101 71 346 
413 298 604 
285 334 144 
271 81 866 
10 288 844 
43 234 248 
370 139 529 
476 261 964 
88 234 264 
357 390 185 
227 307 44 
34 146 607 
113 23 12 
416 308 796 
468 161 140 
328 332 512 
158 400 825 
306 470 84 
56 272 494 
426 287 838 
16 354 576 
127 352 75 
201 371 612 
271 408 451 
47 107 751 
393 297 622 
356 413 306 
369 309 369 
271 378 475 
211 261 963 
362 266 137 
346 473 993 
273 451 436 
362 398 361 
350 254 925 
346 174 412 
460 304 673 
257 321 689 
28 17 322 
232 78 411 
233 248 843 
13 59 951 
265 324 996 
176 346 777 
43 148 641 
156 392 776 
330 380 534 
172 207 704 
449 41 168 
457 234 683 
83 185 145 
159 23 653 
187 482 270 
126 457 665 
98 369 309 
312 282 959 
27 80 268 
17 130 371 
55 67 232 
92 140 107 
346 459 187 
312 59 558 
395 250 327 
47 66 833 
307 422 467 
63 294 749 
316 120 482 
441 78 775 
323 221 248 
20 167 242 
55 352 798 
186 85 853 
301 425 261 
155 386 49 
207 244 97 
162 251 265 
448 270 437 
75 335 386 
142 270 656 
383 182 256 
359 491 447 
479 231 378 
122 146 908 
335 165 442 
97 66 21 
352 415 157 
484 156 135 
489 282 582 
129 57 295 
153 195 336 
98 87 107 
407 184 524 
244 7 205 
357 431 542 
288 315 608 
34 16 463 
58 246 125 
412 313 134 
483 471 42 
452 250 556 
194 60 458 
265 474 603 
369 312 156 
429 98 523 
273 394 180 
87 319 788 
86 292 937 
458 320 869 
298 393 871 
496 130 492 
258 25 133 
210 437 978 
387 410 289 
242 161 284 
179 35 68 
375 172 733 
275 239 277 
337 160 657 
246 436 55 
127 93 533 
169 225 746 
236 472 331 
431 221 888 
31 21 797 
191 320 454 
392 209 682 
59 308 624 
75 26 58 
247 261 998 
355 380 886 
244 397 154 
196 421 689 
327 123 499 
450 314 434 
58 130 296 
160 392 73 
10 371 631 
307 311 993 
123 380 373 
386 320 309 
408 364 682 
88 318 765 
157 123 80 
363 397 811 
314 253 376 
256 268 906 
332 412 888 
178 273 445 
497 447 103 
334 417 248 
369 333 895 
79 196 137 
178 441 249 
224 58 750 
219 389 158 
59 200 795 
230 464 166 
188 149 789 
430 73 56 
327 448 339 
296 295 469 
205 321 75 
293 40 261 
452 184 350 
95 299 933 
353 424 282 
293 453 690 
37 437 443 
58 318 426 
108 406 302 
126 329 228 
362 254 626 
290 266 744 
238 433 571 
11 134 275 
173 311 495 
167 492 990 
109 336 511 
329 334 547 
259 381 571 
214 345 309 
248 276 135 
314 395 350 
353 445 382 
349 498 966 
372 55 759 
364 151 329 
340 193 582 
491 259 246 
410 69 708 
33 306 463 
116 407 507 
283 406 164 
257 269 682 
302 402 542 
439 414 536 
171 493 547 
397 107 843 
129 100 110 
124 174 740 
248 448 871 
367 32 173 
365 454 403 
79 234 761 
137 158 158 
23 224 172 
327 277 278 
320 158 680 
484 249 704 
292 9 261 
222 115 256 
335 385 507 
301 466 245 
387 237 814 
363 460 598 
118 448 407 
497 31 861 
20 347 73 
8 74 789 
59 266 865 
138 330 676 
364 27 774 
300 121 833 
433 161 550 
226 11 428 
105 415 516 
204 373 69 
215 479 954 
17 132 443 
130 327 102 
374 206 680 
298 311 749 
116 14 799 
241 442 760 
409 141 343 
135 265 143 
233 20 126 
52 264 472 
316 400 143 
125 314 817 
295 183 19 
441 290 995 
457 220 386 
288 155 113 
482 288 205 
175 8 698 
284 411 661 
238 406 323 
420 148 879 
25 465 836 
272 107 388 
114 131 973 
374 427 309 
272 372 723 
88 168 161 
46 208 235 
379 375 913 
228 427 179 
123 401 634 
112 42 75 
225 84 166 
59 190 396 
319 390 729 
346 71 137 
9 240 78 
495 404 209 
298 260 732 
55 409 987 
281 441 309 
199 81 44 
12 208 795 
138 371 422 
326 254 556 
433 92 699 
287 280 431 
166 52 21 
45 101 518 
106 269 9 
251 262 961 
143 452 303 
199 68 289 
288 420 534 
312 373 320 
385 43 323 
201 498 890 
449 212 122 
428 69 576 
171 159 678 
468 438 546 
154 96 211 
306 188 590 
331 223 774 
217 86 292 
163 433 473 
440 143 680 
256 388 118 
250 192 108 
236 307 876 
32 213 413 
2 257 815 
205 212 69 
379 452 250 
499 46 130 
329 45 746 
160 486 848 
224 418 383 
444 18 282 
150 492 53 
26 143 473 
383 154 256 
217 45 9 
125 132 457 
331 276 357 
289 463 208 
101 274 935 
166 135 709 
411 6 833 
285 233 711 
490 456 136 
117 146 671 
433 133 839 
307 247 284 
150 304 989 
48 4 752 
355 459 975 
319 263 707 
110 262 824 
385 8 859 
119 117 176 
225 328 700 
39 14 574 
454 78 951 
184 464 370 
118 273 373 
244 449 281 
302 205 511 
350 350 372 
302 60 277 
474 34 664 
209 496 734 
69 8 167 
434 410 186 
260 1 921 
79 401 558 
387 357 691 
80 466 526 
408 138 623 
382 359 150 
314 321 168 
234 269 733 
305 338 653 
480 17 220 
328 402 184 
104 193 709 
235 485 671 
333 164 865 
328 100 31 
34 34 884 
186 139 362 
84 479 923 
474 382 931 
315 325 208 
160 271 347 
249 181 663 
363 184 726 
457 32 249 
252 40 466 
186 8 68 
199 295 838 
102 127 408 
451 465 447 
162 30 1000 
431 416 585 
366 433 520 
389 303 266 
34 280 898 
255 354 640 
383 37 575 
15 491 478 
371 500 640 
119 487 675 
321 349 376 
182 373 762 
94 428 349 
131 430 382 
131 212 703 
376 454 413 
439 375 482 
122 475 254 
376 144 647 
499 42 356 
17 174 206 
298 369 813 
109 200 630 
393 50 162 
416 433 413 
104 310 19 
8 376 399 
432 274 154 
358 137 551 
202 141 873 
8 353 880 
480 63 931 
198 433 670 
405 119 958 
379 7 961 
265 348 933 
343 167 414 
317 141 933 
218 199 300 
380 449 181 
14 101 820 
137 157 737 
291 301 851 
245 345 735 
115 288 698 
471 390 465 
101 469 520 
164 122 579 
483 375 82 
249 452 311 
489 489 898 
491 407 831 
5 43 388 
495 5 389 
140 485 555 
34 251 585 
401 6 235 
205 315 54 
241 411 887 
186 95 855 
404 61 424 
406 382 512 
181 323 66 
403 19 982 
44 123 448 
398 280 987 
349 325 896 
199 19 3 
495 269 282 
149 205 560 
366 185 169 
72 445 182 
179 389 694 
317 277 234 
312 407 357 
182 294 455 
187 423 898 
158 170 628 
411 360 560 
340 315 685 
317 407 776 
487 72 583 
208 215 395 
97 5 202 
39 493 642 
166 251 782 
190 476 136 
289 230 195 
267 28 49 
78 176 717 
97 177 867 
460 154 891 
288 140 520 
201 198 182 
154 172 892 
130 327 289 
19 157 8 
411 225 843 
354 248 459 
105 352 53 
487 96 805 
416 389 165 
226 301 908 
258 370 41 
335 54 612 
175 468 325 
87 280 227 
6 261 759 
304 452 547 
110 410 874 
36 446 675 
8 140 56 
297 454 114 
134 84 385 
453 301 478 
19 418 736 
465 97 83 
129 370 286 
345 187 597 
494 28 825 
146 281 92 
387 370 824 
401 297 919 
139 20 952 
205 239 25 
395 280 522 
365 347 313 
346 203 312 
243 6 998 
145 425 430 
2 71 768 
261 446 110 
408 146 66 
351 453 148 
116 382 210 
267 206 919 
141 172 444 
22 143 97 
104 216 668 
42 296 254 
13 253 719 
223 449 269 
76 201 294 
355 242 251 
51 289 884 
110 419 225 
360 158 87 
480 245 136 
459 135 758 
224 370 760 
288 439 468 
237 468 729 
388 14 253 
331 379 464 
147 412 799 
296 396 962 
164 451 498 
400 254 194 
247 267 231 
98 73 140 
145 46 456 
86 254 272 
295 478 509 
273 277 374 
88 414 89 
93 37 508 
54 94 815 
264 94 121 
243 394 909 
312 147 320 
420 325 27 
4 54 587 
97 160 353 
391 472 289 
492 429 990 
48 448 970 
132 107 527 
199 398 590 
137 451 496 
450 333 36 
274 458 12 
37 158 34 
192 353 787 
20 446 749 
492 498 518 
280 226 149 
441 431 527 
168 360 588 
35 433 9 
19 154 531 
409 488 363 
49 355 949 
228 386 592 
356 63 198 
444 244 236 
362 9 246 
268 29 152 
281 196 122 
145 249 164 
314 83 615 
356 6 665 
45 120 436 
401 19 808 
470 464 913 
240 424 721 
279 431 77 
241 289 887 
338 171 288 
303 264 677 
434 14 959 
171 234 404 
340 9 955 
102 220 54 
404 430 409 
435 195 999 
366 223 249 
261 399 220 
427 293 71 
373 398 73 
112 294 3 
156 385 576 
175 368 847 
407 195 756 
291 217 515 
141 43 437 
108 148 607 
186 386 567 
289 329 303 
18 450 719 
138 198 433 
78 335 814 
161 408 313 
41 13 974 
244 385 584 
377 151 577 
62 488 983 
499 356 562 
107 130 347 
448 157 672 
419 343 802 
271 30 26 
11 40 576 
130 441 258 
361 77 771 
411 317 601 
10 385 765 
191 54 182 
278 5 348 
144 284 438 
130 438 697 
114 333 16 
399 176 965 
318 81 768 
134 160 496 
159 488 404 
492 36 884 
217 73 339 
71 394 155 
185 486 892 
241 402 892 
75 414 90 
118 50 828 
228 362 515 
31 147 254 
116 442 250 
128 394 203 
244 45 38 
495 354 854 
191 361 229 
380 469 764 
157 272 666 
384 46 15 
143 373 670 
480 253 177 
458 189 413 
132 491 644 
311 268 227 
234 381 141 
138 29 561 
166 46 617 
473 167 671 
340 60 798 
453 443 152 
198 280 482 
187 484 560 
158 169 746 
76 225 560 
355 371 267 
254 470 378 
298 366 178 
358 277 376 
369 404 148 
347 311 926 
102 449 388 
91 213 577 
30 81 139 
127 169 148 
20 5 174 
94 398 405 
56 273 813 
170 223 172 
433 331 414 
79 190 323 
43 411 207 
448 125 314 
11 137 220 
350 317 788 
420 465 604 
79 85 197 
150 88 855 
195 113 188 
262 133 111 
59 362 328 
406 442 514 
384 367 101 
168 117 20 
461 148 4 
301 322 224 
204 22 139 
487 445 153 
323 23 341 
278 392 691 
88 92 119 
86 47 171 
242 498 529 
76 244 282 
435 326 741 
225 45 28 
83 284 465 
369 340 46 
20 262 864 
107 220 743 
440 430 149 
147 112 602 
457 345 95 
3 206 849 
193 485 765 
500 487 27 
287 110 473 
318 434 989 
249 67 15 
317 84 542 
357 312 930 
274 358 906 
437 127 611 
425 93 841 
458 131 492 
138 288 98 
396 234 819 
434 122 454 
276 268 863 
12 451 781 
364 29 215 
224 89 423 
312 251 695 
238 477 482 
68 240 592 
123 175 281 
411 29 71 
181 319 141 
490 492 120 
322 74 249 
33 333 393 
183 444 422 
334 354 104 
280 267 503 
261 4 912 
117 178 936 
231 176 822 
434 343 437 
473 177 712 
38 103 586 
108 427 320 
135 452 814 
79 419 128 
107 143 224 
422 316 901 
98 288 997 
159 36 548 
88 392 888 
385 261 618 
311 367 771 
419 411 453 
455 88 585 
273 149 185 
29 90 241 
373 96 729 
500 404 991 
215 348 366 
42 72 775 
352 316 999 
104 75 50 
277 183 478 
370 128 452 
307 34 504 
402 490 779 
71 409 472 
401 459 722 
245 209 45 
340 444 726 
198 455 330 
10 242 681 
489 446 835 
7 152 844 
128 149 37 
338 48 852 
39 99 579 
223 478 418 
419 485 229 
367 99 303 
126 104 884 
233 475 931 
279 27 746 
245 442 520 
137 370 519 
429 344 33 
223 323 265 
326 72 402 
491 369 588 
20 151 751 
308 283 165 
395 35 652 
50 496 334 
129 94 443 
434 425 9 
297 440 981 
76 239 91 
23 342 875 
16 106 684 
176 79 82 
452 226 824 
14 353 39 
363 426 952 
18 147 100 
449 338 848 
169 378 702 
272 83 166 
310 135 8 
39 336 134 
87 294 653 
385 381 165 
170 82 839 
465 453 784 
137 243 259 
308 60 495 
493 53 784 
281 25 728 
374 112 340 
461 304 588 
150 375 515 
388 133 680 
310 425 489 
462 392 130 
187 60 88 
399 409 548 
451 337 963 
148 231 731 
140 381 66 
43 241 732 
464 403 895 
444 276 124 
300 362 62 
457 117 710 
147 415 671 
485 266 39 
39 172 45 
179 238 807 
124 79 941 
365 299 83 
84 350 317 
106 222 928 
118 232 578 
284 133 783 
227 162 989 
314 186 810 
263 419 194 
21 471 928 
393 350 932 
189 341 551 
347 175 374 
114 499 799 
250 202 42 
453 355 76 
379 103 628 
484 357 812 
36 26 441 
201 127 862 
295 378 921 
98 302 684 
450 107 993 
103 21 814 
272 332 630 
130 433 195 
95 383 747 
241 71 659 
128 338 202 
29 494 875 
177 489 798 
497 288 612 
12 36 318 
337 355 193 
492 275 24 
424 59 542 
83 414 71 
427 322 610 
117 401 227 
258 250 64 
140 95 344 
242 460 806 
251 440 513 
333 391 794 
320 400 571 
479 438 222 
377 472 890 
288 336 145 
379 328 21 
137 32 533 
314 341 985 
114 208 365 
470 76 123 
308 31 513 
78 370 601 
259 422 282 
493 391 157 
50 357 382 
128 313 214 
498 160 858 
285 43 486 
232 194 725 
118 276 675 
285 106 844 
201 146 557 
471 74 441 
319 355 990 
392 488 245 
12 303 768 
401 227 767 
102 416 688 
259 380 774 
346 124 714 
143 135 195 
213 297 76 
270 295 270 
451 61 659 
315 315 1 
251 79 504 
339 35 716 
402 364 689 
124 291 471 
139 413 678 
463 282 382 
34 181 524 
324 94 602 
114 285 353 
109 163 758 
50 354 746 
267 350 308 
142 9 269 
222 175 495 
86 147 393 
416 256 567 
258 340 42 
194 28 452 
174 343 638 
365 459 800 
334 316 311 
214 217 133 
270 332 932 
249 304 181 
174 95 339 
296 64 809 
152 255 647 
98 146 481 
190 105 434 
467 432 747 
34 60 536 
230 232 505 
90 198 612 
190 435 787 
231 265 881 
430 435 843 
138 12 515 
283 397 854 
313 284 824 
329 82 165 
322 409 99 
54 183 899 
114 156 690 
18 288 486 
86 400 662 
214 116 145 
50 294 378 
222 149 439 
60 280 214 
133 130 462 
416 61 219 
229 62 739 
234 199 148 
137 84 410 
352 104 999 
333 477 554 
330 80 640 
322 259 77 
296 175 526 
397 135 963 
396 332 579 
365 461 871 
304 313 790 
112 282 863 
363 3 51 
209 287 458 
43 324 264 
48 146 553 
232 166 886 
470 405 624 
138 273 461 
329 468 811 
286 406 590 
290 179 999 
263 99 744 
258 333 133 
479 325 930 
34 368 705 
352 73 907 
83 288 797 
35 337 866 
331 235 401 
63 471 853 
348 379 979 
157 240 332 
299 223 27 
60 210 586 
43 28 446 
493 217 273 
13 333 758 
194 139 888 
153 425 724 
215 391 905 
385 196 360 
51 362 259 
83 276 126 
228 351 391 
234 32 2 
110 11 201 
317 173 550 
364 402 470 
196 414 835 
208 375 136 
122 484 277 
198 49 665 
225 173 540 
103 442 142 
63 195 110 
290 256 417 
469 99 733 
250 424 486 
21 480 622 
436 420 171 
230 321 804 
351 408 364 
262 400 319 
193 103 303 
34 411 602 
465 296 193 
56 397 843 
452 343 609 
35 71 715 
453 184 577 
375 184 655 
321 40 73 
259 368 318 
365 50 79 
336 1 65 
192 220 776 
107 423 739 
106 297 31 
2 288 949 
121 96 963 
291 362 135 
433 350 24 
138 177 644 
434 331 292 
418 362 289 
448 253 853 
330 467 634 
400 150 147 
18 305 167 
307 449 127 
268 165 133 
114 153 936 
63 475 466 
95 483 73 
443 342 451 
425 103 661 
307 316 925 
108 142 542 
141 394 535 
349 18 502 
377 250 963 
92 60 262 
459 25 523 
79 239 20 
185 302 409 
227 357 502 
181 21 933 
455 212 366 
422 187 362 
384 44 802 
4 246 235 
6 242 350 
391 192 464 
406 170 128 
242 125 304 
6 464 685 
379 368 622 
24 180 929 
246 271 397 
208 172 132 
88 151 481 
4 216 306 
36 122 81 
389 470 23 
260 412 516 
299 442 75 
388 472 38 
149 498 119 
22 117 339 
15 390 312 
295 196 762 
249 36 690 
214 453 928 
49 384 133 
84 203 792 
361 436 766 
291 465 807 
122 337 8 
110 386 731 
381 186 994 
353 158 919 
365 493 538 
124 384 953 
135 110 598 
326 161 390 
470 335 661 
378 159 897 
400 244 63 
136 336 839 
486 479 146 
194 118 109 
218 99 924 
4 310 397 
11 472 279 
89 451 665 
83 426 443 
173 152 994 
406 35 809 
15 478 186 
77 417 405 
263 98 847 
403 395 175 
40 116 108 
432 268 653 
189 216 315 
104 248 29 
466 316 746 
402 109 91 
254 109 613 
220 194 865 
130 90 790 
492 135 661 
465 93 162 
42 11 948 
180 192 593 
136 263 262 
4 67 796 
304 296 131 
179 194 310 
154 338 163 
329 263 181 
169 384 215 
300 477 917 
390 324 109 
308 213 461 
482 365 876 
5 98 547 
166 429 0 
226 445 362 
38 437 986 
211 260 385 
381 157 41 
44 288 945 
377 424 428 
478 211 98 
213 196 289 
251 281 381 
367 168 734 
77 29 546 
246 32 91 
209 433 138 
241 388 421 
300 77 46 
294 36 905 
46 68 610 
257 60 247 
435 394 479 
232 176 632 
212 325 338 
201 78 480 
181 119 10 
21 41 917 
379 135 583 
352 7 166 
183 8 941 
53 438 508 
175 164 393 
81 431 456 
379 137 1000 
416 226 332 
5 35 580 
399 381 427 
247 341 118 
341 230 451 
176 110 984 
330 427 515 
97 209 44 
146 171 483 
191 177 153 
279 453 150 
491 383 165 
371 306 576 
145 187 511 
499 102 562 
420 188 704 
327 74 289 
497 274 229 
154 270 687 
74 24 798 
51 262 657 
442 472 77 
381 316 164 
249 456 136 
185 224 693 
360 18 246 
81 36 797 
183 108 535 
466 309 412 
442 124 772 
500 21 528 
42 408 95 
183 458 451 
129 332 680 
128 180 777 
321 181 158 
224 56 216 
280 257 338 
82 243 828 
258 487 950 
307 228 840 
208 467 355 
216 494 182 
101 177 617 
179 291 931 
140 49 205 
297 348 394 
354 428 596 
197 243 703 
150 375 389 
161 298 397 
451 93 460 
499 112 658 
454 25 379 
2 322 712 
424 193 584 
462 395 694 
76 431 63 
14 63 377 
11 494 295 
352 360 812 
303 33 705 
104 484 112 
208 388 970 
344 117 576 
412 392 32 
500 158 575 
180 78 510 
92 318 811 
213 24 317 
108 76 112 
43 209 233 
469 117 891 
349 46 773 
266 137 470 
264 495 393 
430 227 177 
350 317 335 
15 72 170 
177 358 233 
50 28 584 
287 28 793 
88 1 607 
37 414 191 
247 191 429 
38 106 758 
240 419 437 
131 375 850 
261 430 367 
323 455 154 
288 359 369 
319 172 947 
128 131 169 
232 209 329 
163 16 18 
83 444 438 
116 368 450 
472 456 974 
113 38 141 
258 255 594 
339 183 298 
68 177 81 
477 324 185 
51 158 207 
437 100 824 
351 84 780 
207 295 20 
343 268 182 
134 25 703 
305 143 842 
102 139 626 
477 48 973 
481 333 287 
55 76 346 
153 330 626 
254 366 568 
167 235 584 
68 352 421 
419 189 41 
209 404 118 
477 415 600 
29 110 107 
426 227 180 
382 49 748 
470 255 264 
458 85 666 
170 49 517 
366 12 73 
14 178 522 
438 483 459 
382 232 889 
487 173 784 
467 199 208 
298 345 806 
185 89 106 
94 65 529 
204 342 175 
100 482 785 
389 433 608 
13 201 720 
285 20 494 
54 153 271 
38 140 293 
328 193 788 
278 120 672 
188 199 199 
294 486 536 
453 112 657 
132 64 883 
401 85 724 
455 313 170 
253 103 397 
464 4 859 
500 342 249 
106 461 560 
159 356 935 
7 240 111 
179 283 188 
492 478 204 
408 208 230 
494 450 316 
323 124 106 
244 300 630 
292 478 578 
65 12 813 
480 443 547 
185 443 993 
438 358 44 
202 260 310 
427 152 328 
347 379 681 
96 84 241 
490 155 211 
365 478 55 
450 144 78 
221 17 452 
62 478 227 
49 30 753 
344 249 637 
129 1 389 
323 313 282 
139 144 113 
16 328 582 
421 293 985 
224 288 255 
325 456 852 
277 435 584 
228 34 899 
157 344 983 
370 43 610 
209 82 151 
481 459 913 
238 152 224 
41 397 652 
366 403 353 
140 119 818 
330 106 449 
114 37 995 
22 146 719 
304 344 846 
183 100 276 
80 143 258 
231 46 996 
273 121 504 
346 32 835 
171 65 471 
331 318 800 
281 489 16 
456 150 599 
129 154 235 
219 99 86 
240 495 136 
258 248 122 
98 113 186 
135 453 447 
356 472 517 
467 335 331 
386 491 744 
194 306 396 
266 3 131 
389 190 756 
248 267 788 
261 54 32 
183 314 19 
493 386 288 
84 489 887 
268 77 48 
277 215 373 
70 361 964 
440 236 25 
277 318 893 
103 447 402 
477 87 852 
180 312 315 
1 92 651 
21 392 490 
392 315 908 
349 479 579 
392 272 123 
9 121 694 
101 448 584 
20 365 146 
171 367 239 
197 130 853 
377 174 607 
460 425 547 
107 308 502 
299 396 146 
187 126 481 
299 195 457 
374 137 850 
107 192 71 
61 277 205 
342 409 302 
62 457 75 
73 404 45 
305 210 999 
168 240 102 
434 273 169 
88 113 946 
444 492 370 
79 399 585 
424 303 669 
255 295 690 
229 48 221 
321 386 462 
294 90 140 
437 69 215 
413 463 878 
80 364 856 
458 490 366 
118 271 543 
205 407 228 
397 355 561 
170 82 977 
108 330 633 
65 340 849 
450 322 180 
356 267 716 
330 251 804 
131 184 18 
137 152 781 
161 419 128 
158 257 626 
20 47 271 
172 291 393 
5 266 43 
37 243 118 
96 271 78 
309 364 540 
466 397 108 
243 266 779 
36 415 384 
308 500 55 
150 38 260 
222 90 338 
370 195 990 
24 422 336 
340 25 300 
355 490 209 
62 480 317 
205 116 65 
103 10 439 
51 213 103 
324 370 472 
164 160 859 
23 149 579 
390 448 248 
431 443 558 
315 293 441 
283 468 938 
12 494 465 
170 367 710 
284 126 357 
397 353 798 
475 101 118 
155 371 938 
112 462 821 
353 10 389 
374 143 590 
320 147 350 
404 289 629 
110 500 586 
251 157 769 
81 170 859 
269 499 537 
58 374 981 
491 446 994 
96 79 755 
347 493 366 
157 312 142 
426 324 76 
26 105 725 
318 231 568 
89 344 915 
257 208 306 
74 102 887 
481 111 676 
353 486 202 
68 460 433 
352 362 586 
462 73 295 
434 283 113 
405 297 214 
493 342 528 
283 289 118 
63 438 695 
270 265 763 
389 291 642 
179 403 939 
213 48 380 
368 480 523 
363 458 123 
172 455 152 
268 64 447 
438 14 49 
299 279 207 
328 450 723 
62 284 414 
249 337 616 
221 3 555 
376 248 682 
194 429 802 
49 167 331 
201 63 19 
196 238 597 
299 32 670 
194 23 972 
62 389 334 
240 104 920 
120 114 931 
330 320 638 
249 249 845 
392 200 565 
13 389 766 
472 484 162 
326 109 433 
92 190 977 
67 193 733 
353 221 714 
362 52 380 
429 470 290 
103 497 451 
15 333 579 
446 445 546 
447 416 376 
152 427 901 
50 33 728 
7 64 417 
34 423 332 
169 275 213 
187 251 119 
169 237 198 
312 97 534 
111 260 663 
266 268 813 
297 65 989 
193 386 99 
405 26 931 
478 24 36 
205 242 624 
282 465 304 
347 307 554 
151 223 382 
474 206 600 
337 344 911 
389 407 948 
111 406 688 
129 393 370 
363 291 178 
397 195 399 
317 356 386 
161 47 595 
336 347 439 
491 12 771 
500 128 851 
133 159 661 
37 299 365 
343 326 921 
95 88 195 
270 157 554 
412 440 111 
212 198 241 
277 49 365 
91 342 410 
129 107 698 
484 304 824 
298 9 362 
22 296 778 
147 321 647 
127 403 334 
272 211 758 
295 164 841 
449 216 28 
315 67 421 
171 92 122 
63 137 52 
345 322 411 
36 56 674 
239 305 454 
364 475 324 
13 367 675 
95 355 865 
262 491 220 
288 295 863 
175 188 927 
442 80 159 
151 58 505 
97 156 816 
72 22 173 
224 424 760 
185 195 823 
288 215 350 
122 9 439 
459 293 445 
160 268 386 
426 288 477 
190 187 825 
268 321 989 
311 425 924 
205 179 212 
44 52 662 
250 462 412 
128 359 589 
382 45 921 
44 173 140 
238 214 524 
54 74 747 
190 226 917 
296 396 665 
152 84 198 
231 149 949 
368 113 661 
18 35 874 
43 200 774 
39 326 954 
102 86 857 
467 85 574 
467 378 775 
53 296 830 
313 474 486 
316 359 999 
374 406 183 
117 240 297 
487 367 861 
236 412 435 
158 59 823 
423 11 936 
255 279 688 
147 118 727 
424 137 983 
301 172 416 
336 163 232 
495 279 546 
225 44 621 
457 222 270 
257 218 796 
270 266 851 
402 185 247 
446 381 937 
420 30 587 
195 464 232 
232 42 195 
5 179 347 
221 58 826 
424 123 914 
356 218 163 
497 293 953 
20 368 916 
152 439 651 
77 273 370 
165 166 434 
469 158 375 
223 219 414 
475 273 72 
340 239 249 
84 53 945 
263 322 271 
238 303 32 
328 476 650 
290 29 801 
460 451 284 
119 315 50 
184 416 314 
365 18 463 
321 191 423 
95 302 57 
167 384 219 
58 100 223 
261 305 403 
151 366 777 
182 177 896 
405 64 176 
85 315 802 
255 150 29 
483 189 605 
158 493 89 
200 375 433 
211 491 609 
240 454 554 
192 265 898 
352 499 484 
349 291 595 
34 380 567 
231 457 860 
493 215 480 
177 468 357 
193 394 391 
179 465 239 
225 402 649 
181 259 882 
361 225 387 
103 111 90 
149 258 274 
152 220 159 
408 184 218 
343 177 273 
276 453 448 
218 253 553 
117 246 93 
191 366 253 
485 481 382 
405 255 761 
301 402 22 
85 197 515 
432 374 484 
211 475 763 
280 125 898 
47 9 37 
368 438 867 
474 2 589 
146 219 638 
145 4 672 
430 437 688 
458 195 972 
422 349 522 
35 265 528 
8 259 726 
343 304 525 
100 288 958 
489 157 604 
366 150 75 
214 457 879 
417 158 785 
58 67 761 
199 97 582 
490 156 986 
301 221 204 
208 76 910 
266 38 353 
114 346 67 
268 83 34 
128 261 547 
275 276 34 
336 205 162 
1 54 247 
180 458 235 
259 409 308 
144 153 669 
211 282 910 
145 90 955 
468 223 742 
404 113 497 
112 135 824 
251 500 834 
171 424 964 
13 401 904 
264 95 62 
460 303 997 
204 32 512 
219 152 531 
329 378 848 
417 115 518 
398 147 621 
383 101 681 
99 193 177 
43 493 899 
46 294 234 
395 335 882 
197 40 447 
256 99 770 
111 163 419 
393 144 186 
370 118 313 
77 65 777 
359 151 35 
141 122 234 
299 2 421 
230 270 164 
403 389 968 
343 37 405 
53 265 63 
261 244 146 
294 296 967 
277 231 661 
486 67 607 
246 133 854 
304 463 981 
334 432 990 
280 247 530 
378 498 492 
387 313 172 
187 11 326 
213 142 190 
461 306 30 
178 105 496 
150 224 667 
181 73 986 
268 189 170 
84 325 808 
205 452 432 
363 456 98 
305 363 984 
375 226 598 
291 50 681 
82 79 33 
252 257 751 
384 26 287 
286 92 667 
270 242 282 
388 147 683 
411 318 547 
349 370 154 
435 81 351 
374 97 665 
405 216 172 
492 214 994 
455 143 479 
145 201 376 
217 455 216 
